City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
521,Mongu,ZM,2021-12-15 18:54:44,-15.2484,23.1274,73.6,65,15,4.41,few clouds
522,Nouadhibou,MR,2021-12-15 18:46:59,20.931,-17.0347,64.53,80,0,16.75,clear sky
523,Yar-Sale,RU,2021-12-15 18:48:43,66.8333,70.8333,-12.42,100,95,4.14,overcast clouds
524,Farafangana,MG,2021-12-15 18:46:55,-22.8167,47.8333,76.21,84,2,11.48,moderate rain
525,Pangoa,PE,2021-12-15 18:54:46,-12.1167,-73.0,89.15,45,16,4.94,few clouds
526,Cockburn Town,TC,2021-12-15 18:54:47,21.4612,-71.1419,82.36,61,40,17.27,scattered clouds
527,Tukrah,LY,2021-12-15 18:54:49,32.5341,20.5791,56.57,72,3,6.96,clear sky
528,Yigou,CN,2021-12-15 18:54:50,35.8114,114.3167,42.01,51,27,2.01,scattered clouds
529,Gladstone,AU,2021-12-15 18:54:50,-23.85,151.25,71.53,83,3,4.61,clear sky
530,Snezhnogorsk,RU,2021-12-15 18:54:51,69.1933,33.2531,24.58,95,100,10.51,light snow
531,Hauterive,FR,2021-12-15 18:54:52,46.0901,3.4459,37.02,92,94,1.52,overcast clouds
532,Tazovskiy,RU,2021-12-15 18:54:52,67.4667,78.7,-28.05,100,14,4.74,few clouds
533,Bazarnyye Mataki,RU,2021-12-15 18:54:53,54.8833,49.9333,26.8,96,100,7.92,overcast clouds
534,Blythe,US,2021-12-15 18:54:05,33.6103,-114.5964,53.04,22,8,7.2,clear sky
535,College Station,US,2021-12-15 18:50:30,30.628,-96.3344,79.11,69,40,23.02,scattered clouds
536,Cordoba,AR,2021-12-15 18:54:49,-31.4135,-64.1811,84.76,47,0,1.99,clear sky
537,Kavaratti,IN,2021-12-15 18:45:02,10.5669,72.642,81.97,70,28,1.92,scattered clouds
538,Candelaria,PH,2021-12-15 18:54:56,13.9311,121.4233,77.4,88,93,5.95,overcast clouds
539,Fairbanks,US,2021-12-15 18:54:57,64.8378,-147.7164,-26.39,59,17,0.0,haze
540,Maningrida,AU,2021-12-15 18:54:58,-12.0667,134.2667,82.92,73,8,4.25,clear sky
541,Kumylzhenskaya,RU,2021-12-15 18:55:00,49.8809,42.5898,32.99,94,100,2.91,overcast clouds
542,Huambo,AO,2021-12-15 18:53:01,-12.7761,15.7392,62.26,90,100,1.52,overcast clouds
543,Guarapari,BR,2021-12-15 18:55:01,-20.6667,-40.4975,82.29,87,59,17.58,broken clouds
544,Massakory,TD,2021-12-15 18:55:02,12.996,15.7293,77.47,21,2,14.09,clear sky
545,Razole,IN,2021-12-15 18:55:02,16.4833,81.8333,70.59,73,94,3.51,overcast clouds
546,Coihaique,CL,2021-12-15 18:55:03,-45.5752,-72.0662,68.61,42,20,5.75,few clouds
547,Chokwe,MZ,2021-12-15 18:55:04,-24.5333,32.9833,83.55,52,2,5.68,clear sky
548,Tranas,SE,2021-12-15 18:55:05,58.0372,14.9782,47.43,94,100,14.9,overcast clouds
549,Los Llanos De Aridane,ES,2021-12-15 18:47:56,28.6585,-17.9182,60.55,86,20,7.0,few clouds
550,Manali,IN,2021-12-15 18:55:07,13.1667,80.2667,80.08,75,99,11.23,overcast clouds
551,Dano,BF,2021-12-15 18:55:08,11.15,-3.0667,87.6,12,100,8.84,overcast clouds
552,Caraballeda,VE,2021-12-15 18:55:09,10.6112,-66.8522,84.36,75,52,10.31,broken clouds
553,Bathsheba,BB,2021-12-15 18:45:24,13.2167,-59.5167,86.61,62,40,24.16,scattered clouds
554,Khani,GE,2021-12-15 18:48:14,41.9563,42.9566,45.97,43,22,8.12,few clouds
555,Aljezur,PT,2021-12-15 18:55:10,37.3191,-8.8033,54.36,74,100,4.88,overcast clouds
556,Xining,CN,2021-12-15 18:55:11,36.6167,101.7667,19.83,37,99,1.9,overcast clouds
557,Legnago,IT,2021-12-15 18:55:12,45.1832,11.3091,43.95,83,99,3.49,overcast clouds
558,Valdez,EC,2021-12-15 18:55:12,1.2492,-78.9831,78.13,84,70,14.79,light rain
559,Kaeo,NZ,2021-12-15 18:55:13,-35.1,173.7833,67.32,92,100,9.17,overcast clouds
560,Verkhnyaya Inta,RU,2021-12-15 18:55:14,65.9811,60.3094,12.96,86,100,5.46,overcast clouds
561,Kampong Cham,KH,2021-12-15 18:55:15,11.9934,105.4635,73.94,80,13,6.51,few clouds
562,Petropavlovskoye,RU,2021-12-15 18:55:15,52.0712,84.107,18.0,84,100,6.31,overcast clouds
563,Quang Ngai,VN,2021-12-15 18:55:15,15.1167,108.8,71.01,93,51,3.96,broken clouds
564,Arona,ES,2021-12-15 18:55:16,28.0996,-16.681,59.31,64,75,3.0,broken clouds
565,Gizo,SB,2021-12-15 18:55:16,-8.103,156.8419,79.56,87,100,10.85,moderate rain
566,Acapulco,MX,2021-12-15 18:54:23,16.8634,-99.8901,85.77,58,0,6.35,clear sky
